\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Anthropometry\,phv00084486,waistcm1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Anthropometry\,phv00084487,hwmodp1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Anthropometry\,phv00084488,cmtmodp1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Anthropometry\,phv00084489,hipcm1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Anthropometry\,phv00084490,bmi1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Anthropometry\,phv00084491,bmicat1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Anthropometry\,phv00084492,bsa1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Aortic MRI\,phv00084493,oardis1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Aortic MRI\,phv00084494,presys1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Aortic MRI\,phv00084495,predia1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Aortic MRI\,phv00084496,postsys1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Aortic MRI\,phv00084497,postdia1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Aortic MRI\,phv00084498,oaormx1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Aortic MRI\,phv00084499,oaormn1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Aortic MRI\,phv00084500,mripp1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084516,nine11
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084517,agatum1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084518,volum1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084519,volsum1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084520,massm1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084521,agatpm1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084522,agatpm1t
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084523,cacgt01c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084524,volpm1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084525,volspm1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084526,agatu11c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084527,volu11c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084528,volsu11c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084529,mass11c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084530,agatp11c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084531,volp11c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084532,volsp11c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084533,phok11c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084534,agatu21c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084535,volu21c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084536,volsu21c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084537,mass21c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084538,agatp21c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084539,volp21c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084540,volsp21c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084541,phok21c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084542,cacq1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084543,prcacgt01c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\CT\,phv00084544,ctsmod1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\Cystatin-c\,phv00084545,cystatc1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084546,hrtrate1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084547,majabn1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084552,ecglvh1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084553,afib1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084555,minabn1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084565,epicare1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084566,prdur1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084567,qrsdur1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084568,qtdur1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084569,qtcdur1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084570,paxis1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084571,qrsaxis1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084572,taxis1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084573,ecgqgrd1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084574,leadswp1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084575,ncvp1a1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084576,ncvp1b1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084577,ncvp1c1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084578,ncvp1d1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084579,ncvp1e1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084580,ncvp1f1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084581,ncvp1g1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084582,ncsuppa1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084583,ncsuppb1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084584,ncsuppc1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084585,ncsuppd1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084586,ncsuppe1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084587,ncsuppf1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084588,ncsuppg1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084589,ncsp21
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084590,ncsp31
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084591,ncsp41
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084592,ncsp51
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084593,ncsp61
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084594,ncsp71
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084595,ncsp81
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084596,ncsp91
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084597,ncsp101
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084598,ncvp21
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084599,ncvp31
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084600,ncvp41
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084601,ncvp51
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084602,ncvp61
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084603,ncvp71
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084604,ncvp81
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084605,ncvp91
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084606,ncvp101
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084651,mcl11
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084652,mcl41
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084653,mcl51
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084654,mcl921
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084655,mcf11
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084656,mcf41
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084657,mcf51
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084658,mcf921
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084659,mcv11
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084660,mcv41
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084661,mcv51
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084662,mcv921
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084663,mc21
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084664,mc31
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084665,mc71
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084666,mc911
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084667,mc931
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084668,mc941
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084669,mc951
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084670,mcr611
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084671,mcr621
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084672,mcr631
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084673,mcr641
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084674,mcr651
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084675,mcr681
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084676,mcr811
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084677,mcr821
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084678,mcr831
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084679,mcr841
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084680,mcr861
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084681,mcr871
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084682,mcr881
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084683,mcr891
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084684,rmsdd1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084685,sdnn1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084686,ecgnum1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084687,baseseq1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084688,paxis1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00084689,prdur1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00111943,cepgfr1c
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00174541,supprss1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00174542,qsupprs1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00174543,ssupprs1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00174544,tsupprs1
\Multi-Ethnic Study of Atherosclerosis (MESA) Cohort\MESA Classic\MESA Exam 1 Main\ECG\,phv00174545,minor11
