\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258725,HRSSINCEATE
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258726,Fasting
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258727,Finger_Glucose
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258728,Biochemistry_Complete
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258729,Insulin
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258730,Glucose
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258731,Leptin
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258732,Adiponectin
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258733,Cholesterol
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258734,Cholesterol_mmol
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258735,Total_Cholesterol_Binary
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258736,NetTG
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258737,Triglycerides_mmol
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258738,Triglycerides_Binary
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258739,VLDL_C
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258740,LDL_C
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258741,LDL_mmol
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258742,LDL_Binary
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258743,HDL_C
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258744,HDL_mmol
\Genome-wide Association Study of Adiposity in Samoans\Laboratory Measurements - Glucose and Cholesterol\,phv00258745,HDL_Binary
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258705,Current_smoke
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258706,Age_smoking
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258707,Length_sm_years
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258708,Length_sm_months
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258709,Man_cigarettes
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258710,Hand_cigarettes
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258711,Pipes
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258712,Cigars
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258713,Past_smoker
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258714,Age_Quit
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258715,Length_Quit_Years
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258716,Length_Quit_Months
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258717,Length_Quit_Weeks
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258718,Smokeless_tobacco_use
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258719,Snuff_mouth
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258720,Snuff_nose
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258721,Betel_quid
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258722,Other_smokeless
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Smoking Status\,phv00258723,Type_other_smokeless
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258749,Hyp_meds
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258750,Hyp_meds_years
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258751,Past_hyp_meds
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258752,Past_hyp_meds_years
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258753,Hyp_traditional_healer
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258754,Hyp_traditional_meds
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258755,Traditional_remedy_name_hyp
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258762,Diabetes_treatment
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258763,Db_traditional_healer
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258764,Db_traditional_meds
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258765,Traditional_remedy_name_db
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258771,Hd_meds
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258772,Hd_meds_name
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258773,Hd_meds_years
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258774,Past_hd_meds
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258775,Past_hd_meds_years
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258776,Hd_traditional_healer
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258777,Hd_traditional_meds
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Treatment and Medications\,phv00258778,Traditional_remedy_name_hd
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258782,Work_Sedentary
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258783,Work_Vigorous
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258784,Work_Vigorous_Days
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258785,Work_Vigorous_Hours
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258786,Work_Vigorous_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258787,Work_Moderate
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258788,Work_Moderate_Days
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258789,Work_Moderate_Hours
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258790,Work_Moderate_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258791,Workday_Length
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258792,Walking_Cycling
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258793,Walking_Cycling_Days
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258794,Walking_Cycling_Hours
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258795,Walking_Cycling_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258796,Leisure_Sitting
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258797,Leisure_Vigorous
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258798,Leisure_Vigorous_Days
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258799,Leisure_Vigorous_Hours
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258800,Leisure_Vigorous_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258801,Leisure_Moderate
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258802,Leisure_Moderate_Days
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258803,Leisure_Moderate_Hours
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258804,Leisure_Moderate_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258805,Sitting_Hours
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258806,Sitting_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258807,TypicalDaily_WorkVigorousMins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258808,TypicalDaily_WorkModerateMins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258809,TypicalDaily_TransportMins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258810,TypicalDaily_LeisureVigorousMins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258811,TypicalDaily_LeisureModerateMins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258812,TypicalDaily_SittingMins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258813,MET_VigWork_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258814,MET_ModWork_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258815,MET_Transport_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258816,MET_VigLeisure_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258817,MET_ModLeisure_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258818,Total_MET_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258819,MeetsWHO_Rec
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258820,Mins_VigWork_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258821,Mins_ModWork_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258822,Mins_Transport_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258823,Mins_VigLeisure_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258824,Mins_ModLeisure_Week
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258825,Daily_TotalMVPA_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258826,Daily_WorkMVPA_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258827,Daily_TransportMVPA_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258828,Daily_LeisureMVPA_Mins
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258829,No_WorkMVPA
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258830,No_TransportMVPA
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258831,No_LeisureMVPA
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258832,No_Vigorous
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258833,Percent_WorkMVPA
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258834,Percent_TransportMVPA
\Genome-wide Association Study of Adiposity in Samoans\Lifestyle and Environment\Physical Activity\,phv00258835,Percent_LeisureMVPA
\Genome-wide Association Study of Adiposity in Samoans\Sample Attributes\,phv00258839,SAMPLE_ID
\Genome-wide Association Study of Adiposity in Samoans\Sample Attributes\,phv00258840,BODY_SITE
\Genome-wide Association Study of Adiposity in Samoans\Sample Attributes\,phv00258841,ANALYTE_TYPE
\Genome-wide Association Study of Adiposity in Samoans\Sample Attributes\,phv00258842,IS_TUMOR
\Genome-wide Association Study of Adiposity in Samoans\Sample Attributes\,phv00258843,PLATE
\Genome-wide Association Study of Adiposity in Samoans\Sample Attributes\,phv00258844,WELL
